user,tweet,location,date,sentiment
EXrayFuSion 🎃BERNIE OR BUST🎃,"RT @MimiTexasAngel: #Bernie2020 is #Trusted 
#ITrustBernie to fight for:
#MedicareForAll 
#Cannabis food in prohibition since 1915 #RuleOfL…",“Feel the Bern”  🔥 ❤️  ,2020-01-14 16:15:10,neutral
Bugsy,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:15:07,neutral
s.s. lark,RT @w_seattle: @gatewaypundit @kimszc1 Well @tedcruz if you feel the DemocRats should be able to call additional witnesses in the Senate Tr…,Massachusetts,2020-01-14 16:15:11,positive
Stoq,"Biden’s team would ABSOLUTELY LOVE a stand down during the impeachment trial.
The public can’t hear creepy old deme… https://t.co/SlJB8LXyi8",the recliner,2020-01-14 16:15:11,negative
muneeba🌹,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…",Britainland,2020-01-14 16:15:11,neutral
Fletcher DeRouen 🌹,"RT @hboges1: @PpollingNumbers @Suffolk_U Since last USA Today/Suffolk 9/19-9/23:
Biden -4
Sanders +4
Warren -8
Buttigieg +5
Steyer +5
Yang…",somewhere ,2020-01-14 16:15:11,neutral
Steve,"RT @twin0830us: Rand Paul's warning shot to GOP Senators: If you side with Dems on witnesses, I'm forcing vote on Hunter Biden https://t.co…","Brunswick, OH",2020-01-14 16:15:12,neutral
AMO,"RT @twin0830us: Rand Paul's warning shot to GOP Senators: If you side with Dems on witnesses, I'm forcing vote on Hunter Biden https://t.co…","Rhode Island, USA",2020-01-14 16:15:12,neutral
Sparkyman,"RT @longleafhill: @Acyn So Biden can't campaign but Trump can hold rallies? Nice try, Kevin.",None,2020-01-14 16:15:12,positive
blue check mark of tolerance,RT @SLT20201: @ScottPresler @realDonaldTrump Many Democrats on this thread attacked @ScottPresler for stating what we are all seeing:. hypo…,o_O,2020-01-14 16:15:12,positive
Peter Brandon ❌,Ow this is funny!,None,2020-01-14 16:15:12,positive
Tweet Caroline,@KamVTV I believe this is true. DNC doing everything they can to prop up Biden. Any other candidate with Biden’s ba… https://t.co/btmODRNC0F,Texas,2020-01-14 16:15:12,positive
Cara Whedbee,"RT @MorningConsult: NEW early-state tracking:

Biden: 27% (-2)
Sanders: 19%
Steyer: 15% (+5)
Warren: 12% (-1)
Buttigieg: 9% (-2)
Bloomberg:…",USA,2020-01-14 16:15:13,positive
Naughty Mogwai,"RT @dbongino: The NY Times and Kyle, on behalf of the Biden campaign and the Democrats, are desperately searching for a new “narrative” to…",#ΜΟΛΩΝΛΑΒΕ,2020-01-14 16:15:13,negative
S.E.Logar,RT @SharikaSoal84: So they can find videos of Trunp saying pussy but pass right over all the videos and on camera ramblings of Joe Biden to…,TEXAS -The Last Best Stand,2020-01-14 16:15:13,positive
Bernie in a Landslide🌹,"RT @Bernie_Or_Vest: We know @CNN will NEVER ask Joe Biden what he meant by ""hairy legs"", ""roaches"", and ""I love kids on my lap"". 👇🏾

Left m…","Portland, OR",2020-01-14 16:15:13,positive
Denise Shearin,@Amy_Siskind @GOPLeader McCarthy thinks Biden should suspend his campaign but the guy who 55% of the public thinks… https://t.co/zWs2yfPqhZ,None,2020-01-14 16:15:13,neutral
Dawn (Switch) 🥁,RT @AndrewBatesNC: NEW AD: Donald Trump is terrified of running against Joe Biden. See if you can count how many times he says his name. ht…,"Watsonville, CA",2020-01-14 16:15:13,positive
#Autismmomlife,RT @RalphNader: It doesn't help the progressive cause for Bernie Sanders and Elizabeth Warren to be squabbling. The Democratic Party corpor…,Washington state,2020-01-14 16:15:13,neutral
Jemadani⭐️⭐️⭐️,"RT @RoscoeBDavis1: Here it comes, the cover story seeds are being planted. The Mockingbird media are sewing seeds for the cover story on Bu…",None,2020-01-14 16:15:14,neutral
Mike Dawson 👑☕️💈,whoever wins the D primary should make Joe Biden their pick for VP,New Jersey,2020-01-14 16:15:14,positive
Elijah Miller,"RT @krystalball: While Warren is happy to smear Bernie as sexist, she apparently finds it over the line to talk about the obvious actual so…",None,2020-01-14 16:15:14,positive
Black Squirrel,"RT @KamVTV: Let me make sure I understand... 

America was sold out to China/Ukraine by Biden 

Iran/middle east by Obama 

Russia/Libya  b…",None,2020-01-14 16:15:14,positive
fredkMAGA2020,"RT @Bamafanaticfan1: Burisma Holdings 'successfully' hacked by Russian military amid House-led impeachment hearings: US tech company

https…","New York, NY",2020-01-14 16:15:14,positive
LachoB,RT @steve_Beno3210: Rand Paul vows to force votes 'to call Hunter Biden and many more' if Dem witnesses testify in Senate - TheBlaze https:…,USA-Follow4follow-ENGLISH ONLY,2020-01-14 16:15:14,positive
Devin Nunes' Canadian Alter Ego,"RT @JoyceWhiteVance: You probably saw this season 3 plot twist coming-Russia hacked Burisma, where Hunter Biden was on the board, after the…","Toronto, Ontario",2020-01-14 16:15:14,neutral
Seewetoldu,RT @PolandUSA: Trump should release some Biden China Ukraine transcripts and reveal that Cruz and Rand were spied on along with almost ever…,https://parler.com/profile/SeeWeToldu/posts,2020-01-14 16:15:15,neutral
prue,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…","Iowa, USA",2020-01-14 16:15:15,neutral
Bernie 2020,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…","Los Angeles, CA",2020-01-14 16:15:16,neutral
TheEdgeOf2020,"#TrumpRepublicans really think they are above it all don't they. . . . well, no. . . they are that scared of Biden… https://t.co/jAsWoOFv0y", USA,2020-01-14 16:15:16,positive
LongArc🌈BendsTowardsJustice MLKJr,RT @JoyceWhiteVance: The reaction to this seems to be almost universally like mine. No one is surprised. Instead of the shock &amp; outrage eve…,on a rock flying thru space 🌔,2020-01-14 16:15:16,positive
Roseanne Henderson,"RT @twin0830us: Rand Paul's warning shot to GOP Senators: If you side with Dems on witnesses, I'm forcing vote on Hunter Biden https://t.co…","Illinois, USA",2020-01-14 16:15:17,neutral
Rigbee17 Text TRUMP to 88022,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:15:17,neutral
Alan Parker NOTHING FASTER THAN THE SPEED OF LIFE,"RT @rafaelshimunov: Sen @BernieSanders doubles lead over Biden this week

Biden strongest among college-educated whites, older people, subu…",Heartland USA,2020-01-14 16:15:18,positive
Joe Van🇺🇸,@jperky1956 Biden. You really are ridiculous.  No way in Hell is POTUS worried about you winning lmao,Florida,2020-01-14 16:15:18,positive
8645,RT @McFaul: More evidence that Putin fears Biden and is actively trying to help Trump. Not good. All who believe in American sovereignty sh…,"Memphis, TN",2020-01-14 16:15:18,positive
Dante Boykin,RT @JoyceWhiteVance: The reaction to this seems to be almost universally like mine. No one is surprised. Instead of the shock &amp; outrage eve…,United States,2020-01-14 16:15:19,positive
Eileen,RT @Amy_Siskind: LOL.  I am calling on @GOPLeader to suspend his enabling of a puppet regime installed by Putin.,United States,2020-01-14 16:15:19,positive
Ash J Trump,"RT @jjtbyrne62: @MarshallCohen This would be relevant if Biden actually was a serious contender and not a confused, dim wit sliding into de…",Pallet Town USA,2020-01-14 16:15:20,positive
Just Moe Murph,"@blackwomenviews What a profoundly disrespectful, tacky and classless thing to do  I thought she was a TrollBot, wi… https://t.co/aLW8m3nkWa","Dupont Circle, Washington.",2020-01-14 16:15:20,positive
Keri Jean,RT @Grifting2020: New Morning Consult Poll has Bernie closing in on Biden. The closest Bernie has been to Biden in this poll since early Ap…,"New England, USA",2020-01-14 16:15:21,positive
Steen Kirby,"RT @JTHVerhovek: NJ Rep. Tom @Malinowski endorses @JoeBiden

Another swing district, freshman Dem who is backing the VP, and the first New…",In a world our minds created,2020-01-14 16:15:21,positive
ElCoqui121 🌹,RT @OFB2020: You love to see it! #Debatenight https://t.co/EmmnQY0uqh,None,2020-01-14 16:15:21,positive
Vastleft,An especially grotesque thing is how popular this trope is: “Iran war brinksmanship is good for Biden because he’s… https://t.co/3sm1vZyiQb,"Boston, MA",2020-01-14 16:15:21,positive
❌Patricia O’Brien❌,"RT @gholland04: Financial records show Joe Biden has made $15M since leaving office. How did he do it?

#Corruption 
#Hunter 

⁦@realDonald…",United States,2020-01-14 16:15:21,neutral
Mirimgreg 🗽🌊🇨🇺🇺🇸🌎🔬⚖️✍🏻📚,"RT @JohnWDean: Trump no longer needs to ask if Russia is listening, they are. They are going to help him win in 2020, and he wants to win a…",Child of the universe ,2020-01-14 16:15:21,positive
Francis Catholic,RT @TomFitton: State Dept slow walking Biden Ukraine corruption docs.  @RealDonaldTrump @JudicialWatch https://t.co/qI4nZ9ir1V,"Washington, state USA",2020-01-14 16:15:22,negative
fritzy,Nonsense! We’ve all seen her dentures sloshing about when she’s been drinking. Biden too!,None,2020-01-14 16:15:22,neutral
mel,"RT @JoeBrunoWSOC9: 2020 Democratic NC primary poll by Public Policy Polling:

Joe Biden 31
Bernie Sanders 18
Elizabeth Warren 15
Michael Bl…","Los Angeles, CA",2020-01-14 16:15:22,positive
V.,@jimmy_dore Or as a woman!  It is all so contrived to me.  I wonder if she'll run with Biden?  #Bernie2020,None,2020-01-14 16:15:22,negative
Geralt of Riverdale,The reason the media isn’t making a big deal about Biden saying women running Is a liability is our media is struct… https://t.co/DaAEAWjogx,Boston,2020-01-14 16:15:22,neutral
Ash J Trump,RT @RealReasonVoice: @MarshallCohen If Biden’s son hadn’t been laundering money thru Ukraine you wouldn’t have to worry about this.,Pallet Town USA,2020-01-14 16:15:22,neutral
Ayman Hossam Fadel,RT @RalphNader: It doesn't help the progressive cause for Bernie Sanders and Elizabeth Warren to be squabbling. The Democratic Party corpor…,"Augusta, GA",2020-01-14 16:15:23,neutral
Rosemarie Brown,"RT @gtconway3d: Yep.  It’s going to be gosh, it won’t be a fair trial if Trump can’t call Hunter Biden and his pet wallaby as witnesses, so…",None,2020-01-14 16:15:23,positive
Kaz Weida,I’ve been thinking about this because it’s been bothering me. Why go after Hunter? Would the American public really… https://t.co/1NBUvx7BXY,"Utah, USA",2020-01-14 16:15:23,neutral
Seewetoldu,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…",https://parler.com/profile/SeeWeToldu/posts,2020-01-14 16:15:24,neutral
Rudy Frimmel,"RT @JohnWDean: Trump no longer needs to ask if Russia is listening, they are. They are going to help him win in 2020, and he wants to win a…",None,2020-01-14 16:15:24,positive
Cara Whedbee,"RT @MorningConsult: NEW Super Tuesday tracking:

Biden: 28% (-1)
Sanders: 23% (-2)
Warren: 15% (+1)
Bloomberg: 9% (+3)
Buttigieg: 7% 
Yang:…",USA,2020-01-14 16:15:24,positive
Gideon🌹,"RT @briebriejoy: Well, will you look at that!

The most diverse, working class coalition in this race is getting even more diverse. 

This…",None,2020-01-14 16:15:25,positive
D. K. USA🇺🇸,"RT @baseballcrank: This is ideally calculated to inflame paranoia on all sides, and therefore a textbook Putin op. Doesn't even matter if t…","Oregon, USA",2020-01-14 16:15:25,positive
Santamargarita-Bernie Victory Captain(in-training),"RT @CPDAction: Bernie Sanders consistently had solid support among younger Black voters, with Biden holding on to Black voters 65+.

That's…","Labelle, FL",2020-01-14 16:15:25,negative
Paul Harris,RT @wyskida: Everyone will be all fired up for Bernie v Biden or Warren v Bernie and the whole debate will be Amy Klonbuchar talking about…,New York,2020-01-14 16:15:25,positive
Lucy,RT @torstrick: @BethLynch2020 No other candidate has skated through the vetting process more than Joe Biden.,"Colorado, USA",2020-01-14 16:15:25,positive
S.E.Logar,"RT @SharikaSoal84: Thread of Joe Biden touching kids on camera. RT to make a mommy aware! 

1.Touching a little girls chest area who tried…",TEXAS -The Last Best Stand,2020-01-14 16:15:25,positive
TRUMP FEARS BERNIE 2020 Rose Emoji Blue Check,RT @FlyThaiMMA: Why is Tulsi Gabbard the only Democratic candidate who pushed back against Elizabeth Warren's disgusting smear job against…,None,2020-01-14 16:15:26,negative
Captain Cook's Wife,"RT @theamgreatness: A cybersecurity firm that is providing about half of the Democrat 2020 presidential candidates security services, claim…",None,2020-01-14 16:15:26,negative
Terri Flinn,RT @TomFitton: State Dept slow walking Biden Ukraine corruption docs.  @RealDonaldTrump @JudicialWatch https://t.co/qI4nZ9ir1V,"Vienna, WV",2020-01-14 16:15:26,negative
Mimi #NotMeUs🌹,"RT @FlyThaiMMA: @peterdaou Elizabeth Warren's only goal this entire campaign was to sink Bernie Sanders 

Its time progressives come to ter…",FL via NJ,2020-01-14 16:15:28,neutral
⚖️ MilkChocolateMAK for the People,"RT @CDonatac: Nuclear Option loaded:

Joe Biden open to CA Sen. Kamala Harris as 2020 running mate ~ says he’d consider Kamala Harris for “…","Houston, TX",2020-01-14 16:15:28,neutral
Liz D. 💜 Liz W.🐄🐶🐘🦁 #Devin Nunes' Ghost,RT @Amy_Siskind: LOL.  I am calling on @GOPLeader to suspend his enabling of a puppet regime installed by Putin.,None,2020-01-14 16:15:28,positive
Linderella,RT @spunkkee: Amen!,Northeast Florida,2020-01-14 16:15:28,neutral
Margaret,Stay in your stupid lane @GOPLeader,"South of Boston, MA",2020-01-14 16:15:28,negative
StarshipYang 🧢🌎☔️7️⃣,"Yet another 5% poll for @AndrewYang 

How many now? 21+?","Portland, OR",2020-01-14 16:15:29,positive
Noodlylord ✌️,"RT @kathrynacullen: How did you do?

Mine ranked:
1) Yang 
2) Gabbard/Steyer/Bloomberg 
3) Biden/Buttigieg/Warren/Klobuchar
4) Bernie https…",None,2020-01-14 16:15:29,neutral
Edward DeRuiter,I don't know if Joe Biden has a campaign song yet but I wouldn't be surprised if it was Party Hard by Andrew W.K. w… https://t.co/iXB2RwUhtx,"Los Angeles, CA",2020-01-14 16:15:30,negative
Chaco🇺🇸 ☕️🌄Napoleon🇺🇸🇺🇸🇺🇸🇺🇸,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…","SWest, ABQ / RR / NavajoNation",2020-01-14 16:15:30,neutral
Our Revolution Central Texas,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…","Austin, TX",2020-01-14 16:15:31,neutral
Kat⭐️⭐️⭐️,"RT @MikeRot64613621: Joe Biden could shoot someone in the middle of a New York City street in broad daylight

&amp; the media would charge Dona…","Missouri, USA",2020-01-14 16:15:32,positive
Jessica Leigh 🥁🥁🥁,RT @AndrewBatesNC: NEW AD: Donald Trump is terrified of running against Joe Biden. See if you can count how many times he says his name. ht…,"Massachusetts, USA",2020-01-14 16:15:33,positive
Anthony J. Romano,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:15:33,neutral
