user,tweet,location,date,sentiment
emily ⭐️⭐️⭐️🇺🇸❌💥,I thought liberals were the party of peace?? Guess not!,"Washington, USA",2020-01-14 15:08:44,neutral
❌Wiredwog ⭐️⭐️⭐️,"RT @PrisonPlanet: What are the odds Bernie won't be asked during tonight's debate about one of his organizers calling for gulags, ""re-educa…",None,2020-01-14 15:08:44,neutral
FarSideOfTheHill🌹,"RT @stphil: False equivalence  #MorningJoe style

Rev Al is comparing @ewarren desperate cheap stunt vs. Bernie yesterday with

...Bernie p…","California, USA",2020-01-14 15:08:44,negative
GreatAwakening 🌵⏰⚖️,"RT @RichValdes: Team Bernie: “Gulags aren’t as bad as the CIA told us...”
https://t.co/yng1a0nJaw",None,2020-01-14 15:08:44,negative
Stan Boston T,RT @RealMattCouch: @SidneyPowell1 @christina_kuper @realDonaldTrump https://t.co/oqVRqCv5OZ,Texas,2020-01-14 15:08:44,neutral
Life is better with a dog 🐕 🌹🔥🌱 ⛄,"RT @Kbelknap822: There was only one candidate that the leading voice on education in Nevada could endorse, @BernieSanders. Bernie's vision…",None,2020-01-14 15:08:44,neutral
Ammosexual Deetz,RT @JackPosobiec: Bernie Sanders organizer promises Stalin-style gulags for Trump supporter https://t.co/q4PazwKZyW,"Atlanta, Ga",2020-01-14 15:08:44,neutral
Corey Foister,"A big “W” for Sanders in Nevada.  
https://t.co/eaivuXH51F",None,2020-01-14 15:08:44,neutral
MD J - Old guy/superior brain for president 🔥,"RT @nidhiprakash: SCOOP: Bernie Sanders just gained the endorsement of Nevada's largest teachers union. 

Clark County is the 5th largest s…",with Ents,2020-01-14 15:08:44,neutral
Shaun King,"RT @tomaskenn: Nevada’s largest teachers union, which represents 19,000 teachers and other educators, is endorsing Bernie Sanders. Bernie i…","Brooklyn, NY",2020-01-14 15:08:44,negative
Marie 🇺🇸,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",IMBY,2020-01-14 15:08:44,positive
Texas 2-Step ##Love my President##,"RT @RealMattCouch: With what Project Veritas and James O'Keefe just broke on a leader of the Bernie Sanders campaign saying ""F***ing Milwau…","Texas, USA",2020-01-14 15:08:44,neutral
mollymist2008,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",None,2020-01-14 15:08:44,positive
Ligaya Loyola #PrayersUpJohnLewis #HappyVDay,RT @CharlotteAlter: Think about how many times male candidates have clashed: Castro confronting Biden. Booker going on the offensive. Eric…,None,2020-01-14 15:08:45,positive
⚔️The Ghost⭐️⭐️⭐️,"RT @parscale: Big Democrat debate in Iowa tonight.

Based on the last two weeks and their reaction to @realDonaldTrump’s strong defense of…",Durham England,2020-01-14 15:08:45,positive
Thankful Nana,@TemiaBrinson @JamesOKeefeIII @BernieSanders Looks like Bernie hires only people of his ilk.  We all know how much… https://t.co/ThKlXMB2ga,United States,2020-01-14 15:08:45,neutral
No más dictadura 👊🏽,"RT @GataTranquera: ""#DanielOrtega se convirtió en un dictador desde que llegó al poder"" #SOSNicaragua

- @BernieSanders

Bernie Sanders Wan…",Nicaragua,2020-01-14 15:08:45,neutral
Marcus Thomas,"RT @rafaelshimunov: Sen @BernieSanders doubles lead over Biden this week

Biden strongest among college-educated whites, older people, subu…",United States,2020-01-14 15:08:45,positive
andnothingbuttheruth,"RT @politicalmiller: Undeterred by the bull, Warren releases a plan to give debt relief to **42 million** students.

Key point: she’d do it…",None,2020-01-14 15:08:45,neutral
John Fitchjarrell,"RT @GravesWilliams6: When Bernie lose this election will he retire to Russia , Cuba or Venezuela? He loves them all! Also his wife needs to…","Marietta, GA",2020-01-14 15:08:45,neutral
Inspired,check out Bernie. He is pro-gulags,GOD BLESS AMERICA!,2020-01-14 15:08:45,neutral
Doug Moore TEXT TRUMP TO 88022,@ASimplePatriot Bernie is pro Gulags!,St.Louis Metro Area,2020-01-14 15:08:45,neutral
Robbie Simmons,"@shomipatwary Mannnnn, the way the media has been treating Bernie has been atrocious. They hate Bernie more than they hate Trump.",NYC,2020-01-14 15:08:45,negative
🇺🇸 roswell2001 🇺🇸,RT @JackPosobiec: Bernie Sanders organizer promises Stalin-style gulags for Trump supporter https://t.co/q4PazwKZyW,"Georgia, USA",2020-01-14 15:08:45,neutral
Buddy Burnett,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…","Nashville, Tennessee",2020-01-14 15:08:45,positive
🇺🇸 Jingo 🇺🇸,RT @LisaMei62: Wow. Bernie will just fire these guys and say he had no idea they were talking like this. https://t.co/HnhrOMCL0s,United States,2020-01-14 15:08:45,positive
George Grigoriadis,"RT @KyleKulinski: Politics aside I feel really bad for Bernie on a personal level. His closest ""friend"" in the senate just accused him of b…",Gaia ,2020-01-14 15:08:45,negative
Casey,"RT @jonny_is_good: When we were watching Midsommar near the end Bernie leaned over and whispered ""this is fucked up, he doesn't deserve thi…","Chicago, IL",2020-01-14 15:08:46,negative
Amastro8🇺🇸🇺🇸,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…","Richmond Hill, GA",2020-01-14 15:08:46,neutral
🇺🇸Jon🇺🇸,RT @LisaMei62: Wow. Bernie will just fire these guys and say he had no idea they were talking like this.,Northcountry,2020-01-14 15:08:46,positive
Belann_Farrar,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",TEXAS,2020-01-14 15:08:46,positive
Thorn🗽🌹,"RT @Kukmister: However Bernie did not back this war and always goes to diplomacy. He is tired, and so are millions of Americans, of endless…",With The People,2020-01-14 15:08:46,negative
Bridget,RT @DavidShuster: More proof @ewarren + campaign are flailing.   The unhinged smear @BernieSanders will likely sink Warren's campaign and c…,None,2020-01-14 15:08:46,positive
Piper,"RT @garyg1884: Ok fellow dems, will we continue to eat our own or beat Trump? I don’t care what Bernie told Elizabeth. I don’t care that Jo…",None,2020-01-14 15:08:46,positive
Francis Chick Hearn,"RT @karpmj: New Morning Consult tracker shows that Biden can be caught -- but only Bernie Sanders has a real chance to catch him, in the ea…",None,2020-01-14 15:08:46,positive
Donny Clark⭐⭐⭐,RT @FrancesBreedlo5: Cities will burn? They will lock Trump supporters up encamps to re-educate them? And they are calling Trump supporters…,Texas,2020-01-14 15:08:46,neutral
Covfefe Engineer,"RT @bennyjohnson: NEW @Project_Veritas Video:

Bernie Sanders Field Organizer:

If Trump gets re-elected, “f*cking cities burn”

MAGA Peopl…",Texas,2020-01-14 15:08:47,negative
Darryl 🌹,"RT @tomaskenn: Nevada’s largest teachers union, which represents 19,000 teachers and other educators, is endorsing Bernie Sanders. Bernie i…",None,2020-01-14 15:08:47,negative
Yonnie Hobbs,RT @bennyjohnson: Bernie Sanders Campaign Field Organizer: “F*cking Milwaukee will burn” if Bernie doesn’t get the Democratic Nomination.…,"Pennsylvania, USA",2020-01-14 15:08:47,negative
LQUz#A,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",No Longer Overtaxed America,2020-01-14 15:08:47,positive
just Hopeful me,@enzo511997 This👇,"Pennsylvania, USA",2020-01-14 15:08:47,neutral
PUPPYthedogfaceBOY,"RT @T_S_P_O_O_K_Y: Oh, yeah - blackface @GovernorVA wants to disarm law abiding citizens at the VERY TIME the progressive wing of his @TheD…","GRAVEL Rd.Oregon, USA",2020-01-14 15:08:47,positive
❌The Ocean❌,RT @dmpwrocks: Thank you @JamesOKeefeIII https://t.co/ef8jeZ56Zm,"Colorado, USA",2020-01-14 15:08:47,neutral
Sheila Haines🧢🧢☂️☂️🐐🐐,"RT @benshaparody: Democrats and CNN have announced that @AndrewYang will not be a part of the FINAL #DemocraticDebate this Jan.14, 2020 des…",None,2020-01-14 15:08:47,neutral
Thomas Christensen,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",None,2020-01-14 15:08:47,positive
Uncle Rantyovitch - Cult of the Deplorable Dreggs,RT @PamelaGeller: Democrats 2020: Bernie Sanders Campaign Field Organizer: “F*cking Milwaukee will burn” if Bernie doesn’t get the Democrat…,United States,2020-01-14 15:08:47,negative
dana 🌹🐶🌎🔥#Bernie2020 🔥,"@GopSux2 Yes, because we women are so frail that we can't stand up for ourselves &amp; need protection. She lied and ma… https://t.co/g2tyMGbU7v",SF Bay Area,2020-01-14 15:08:48,neutral
A Little Royal,RT @RabbiJill: It is disingenuous for Bernie supporters to be leading an attack on Warren for her supposed attack on Sanders (which is what…,California,2020-01-14 15:08:48,neutral
MAGA RN 🇺🇸💮💉👌,"RT @parscale: Big Democrat debate in Iowa tonight.

Based on the last two weeks and their reaction to @realDonaldTrump’s strong defense of…","Washington, USA",2020-01-14 15:08:48,positive
It's still 2016 apparently,"Shout-out to all the Bernie Bros who want to call out Elizabeth Warren for being such a brazen liar, but are too sc… https://t.co/fxqEtXqqwk",None,2020-01-14 15:08:48,neutral
David,"RT @People4Bernie: ITS HAPPENING: The @cceanv is endorsing Bernie Sanders for president of the United States!

https://t.co/YbGBERbmAr?","Seattle, WA",2020-01-14 15:08:48,neutral
ANTI-ANTIFA,"RT @KelemenCari: According to Bernie, college is not where you go to get educated, it's where you go to get RE-educated.",Echo Beach,2020-01-14 15:08:48,neutral
George Millennial 🏳️‍🌈,@J_Sykes2016 @burgessct @AndrewYang @DNC AS for Bernie Sanders my sister @danniaskini was his Washington State camp… https://t.co/IJcSJNr9pU,"Washington, USA",2020-01-14 15:08:48,neutral
Fugly Paradise🌴,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",None,2020-01-14 15:08:49,positive
SaraBeth,"RT @C_3C_3: Bernie Sanders is a radical communist that has other radical communists running his campaign.

This isn't an outlier for the De…",Virginia,2020-01-14 15:08:49,negative
#RefundWarren🌹Ⓥ,"RT @peterdaou: OK. Let me frame it this way:

If #Warren thinks #Bernie is sexist, why not make that central to her campaign all along? Aft…","Los Angeles, CA",2020-01-14 15:08:49,positive
Keith Gadziala⭐⭐⭐,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",None,2020-01-14 15:08:49,positive
Dominique,"RT @PatTheBerner: #RefundWarren
Even the Bernie-hating Washington Post refutes Warren's story.

Goodbye Warren. https://t.co/A6ShB9gojL",Chicagoland,2020-01-14 15:08:49,neutral
Being angry is good: Jettison Pod 2020,"RT @SarahMLaird: I have an awful lot of male @ewarren supporters calling me a Bernie Bro and telling me my opinion is not valid.

When will…",None,2020-01-14 15:08:49,negative
bean,👇💥👇💥👇💥👇💥👇,United States,2020-01-14 15:08:49,neutral
Fatima Italia Text to TRUMP 88022 🇺🇲🇮🇹🇮🇲,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…",https://www.helpguide.org/,2020-01-14 15:08:49,neutral
Louisville Fan,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","Anchorage, KY",2020-01-14 15:08:49,positive
Lowell Anthony,RT @LMarieB1978: @ksl1437 @peterdaou Because I have typed this so many times I am getting frustrated. If Elizabeth had known Bernie was a s…,"Portland, OR",2020-01-14 15:08:49,negative
"Matt Krotzer, the Letterer Supreme","RT @MattMinerXVX: Yeah buddy, that's the stuff.  Hey @twitter why has this future congressman not been @verified yet? https://t.co/FRGWFsMx…",None,2020-01-14 15:08:50,neutral
Clean universe,"RT @nizmycuba: #Flashback Bernie Sanders admirando a Fidel Castro, tirano que sometió y arruinó a toda Cuba, excepto a su cúpula y flia$. N…",None,2020-01-14 15:08:50,neutral
michelleM,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",United States,2020-01-14 15:08:50,positive
Samuel Praneeth,"@GarbageApe Fuck 🤣💀 

I've seen so many Warren or Warren-Sanders ppl shift to Bernie over this too","Hyderabad, India",2020-01-14 15:08:50,positive
Lou,"RT @michellemalkin: Meanwhile, a Sanders field organizer threatens that ""cops are gonna be...getting f*cking beaten in Milwaukee"" at Democr…","Sarasota, FL",2020-01-14 15:08:50,negative
𝖕ɐɯ 𝖘ı 𝖕𝖑ɹ𝖔ʍ ǝɥʇ*I survived WWIII*,This is so true!,USA ❤️🇺🇸,2020-01-14 15:08:50,positive
Bill Kent,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",None,2020-01-14 15:08:50,negative
Berning In Missouri,RT @kicranston: A whole effing lot of us. She messed with the wrong campaign. https://t.co/ylUX7Rp8kj,Missouri,2020-01-14 15:08:50,negative
aaron c. rutherford,"RT @nytpolitics: Bernie Sanders told Elizabeth Warren in a private meeting that a woman could not be elected president, according to people…",he/him/they/them,2020-01-14 15:08:51,neutral
JoNathan,"RT @Gladstone_II: Communist-anti-zionists. They ensure that  resistance to zionism is never effective. In a parallel fashion, zionist-anti-…",North Miami Beach / BLVCKLVND,2020-01-14 15:08:51,negative
Michael Epprecht 🇨🇭,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",Switzerland,2020-01-14 15:08:51,positive
Deplorable Lisa,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","Colorado Springs, CO",2020-01-14 15:08:51,positive
~~Karen~~💙,"RT @revivevb: @basedmarky @LiberalMAGGY @KTforBiden @TheRickWilson @11thHour Please reconsider. I hear ya, and I get it.
But save your indi…",None,2020-01-14 15:08:51,neutral
Covfefe Engineer,"RT @bennyjohnson: Bernie Sanders Campaign Field Organizer promises Violence at the 2020 DNC Convention:

We’re going to make the 1968 DNC R…",Texas,2020-01-14 15:08:52,neutral
RRubyBadgerTWRidesAgain,"RT @CityofTwoRivers: Bernie needs to have a press conference

#Expose2020 https://t.co/LeCKh0up2j",None,2020-01-14 15:08:52,neutral
iTz L3G3ND³,"RT @DeAngelisCorey: WOW. Bernie Sanders Campaign Field Organizer says the free college proposal is about ""re-education.""

Kyle Jurek: ""Germ…","Westchester County, NY",2020-01-14 15:08:52,positive
тara🍷 wwιιι ѕυrvιvor #ɢᴏᴛʀᴜᴍᴘ,"RT @almostjingo: ""A man goes home and masturbates his typical fantasy,"" wrote Bernie Sanders. ""A woman on her knees, a woman tied up, a wom…",Text TRUMP to 88022 ,2020-01-14 15:08:52,negative
Carolyn,RT @bennyjohnson: Bernie Sanders Campaign Field Organizer: “F*cking Milwaukee will burn” if Bernie doesn’t get the Democratic Nomination.…,USA,2020-01-14 15:08:52,negative
Meretricious Profligacy,RT @RedBeretsM4All: @PepperOceanna @bern_identity @ninaturner @WoobieTuesday @blkwomen4bernie @RoseAnnDeMoro @Bern4POTUS @briebriejoy @bele…,None,2020-01-14 15:08:52,neutral
