user,tweet,location,date,sentiment
Bernie Panders,"RT @Brave_Writing: I'm so fucking tired of Bernie goddamn Sanders. 

Bernie has been the inspiration behind 1,001 attacks on me and other w…",None,2020-01-14 15:29:16,negative
Joan Mason,"RT @bern_identity: NEW California poll out today by PPIC and @BernieSanders is #1. ✊

Bernie 27%
Biden 24%
Warren 23%
Buttigieg 6%

Bernie…",san diego,2020-01-14 15:29:16,positive
Jim MacFawn,"RT @IanSams: An apt @SeanMcElwee quote &gt;&gt;

“Joe Biden is like the final boss in a video game, and the progressive candidates are rapidly er…",here,2020-01-14 15:29:16,positive
🌹 Clark Feels The Bern,@BuniculaTv @Rojohnson_912 @JMahr04 @AsteadWesley @mj_lee I think they are mostly KHive. They mostly hate Warren an… https://t.co/HIuuLmWJ6C,"Brooklyn, Baby!",2020-01-14 15:29:16,negative
Nav,"RT @walterolson: ""This is the most fiscally irresponsible idea we could come up with, so good job. But isn't there some way we could also m…","San Diego, CA",2020-01-14 15:29:17,positive
LaVerne TEXT Trump to 88022,"RT @catturd2: Ya’ don’t SAY! Lefties who’ve ignored Elizabeth Warren’s lies for YEARS suddenly figure out she’s a liar, #RefundWarren trend…","Michigan, USA",2020-01-14 15:29:17,neutral
New Orleans for Bernie ⚜,"RT @krystalball: While Warren is happy to smear Bernie as sexist, she apparently finds it over the line to talk about the obvious actual so…","New Orleans, Louisiana ",2020-01-14 15:29:17,positive
Chris Lonsdale⏳,RT @RaniaKhalek: “The description of that meeting is based on the accounts of four people: two people Warren spoke with directly soon after…,Hong Kong,2020-01-14 15:29:17,positive
Lisa Duggan,RT @BarbaraRansby: Ridiculous/dangerous commentary meant to discredit @BernieSanders by suggesting violent retribution. BEWARE of ppl w/ di…,NYC,2020-01-14 15:29:17,negative
michelle,"RT @generalunite: Getting a ton of texts/DMs from people with two takes on this Warren vs Bernie thing: 

“Bernie Sanders is sexist” 

Or…","Kentucky, USA",2020-01-14 15:29:17,neutral
Josh King,yes because if there's one thing we've learned from Trump it's that MORE unilateral exercise of power by the execut… https://t.co/v0oaJuu5nJ,Seattle,2020-01-14 15:29:17,neutral
Walter⚘⚘✊,"RT @bourgeoisalien: Let's be clear: I halted my distrust of Warren from 2016 not backing Bernie, staying silent on Standing Rock (while Liz…","Louisiana, USA",2020-01-14 15:29:18,positive
Rory Fleming,"RT @KumarRaoNYC: This is the perfect metaphor from @SeanMcElwee: ""Joe Biden is like the final boss in a video game, and the progressive can…",Philly ,2020-01-14 15:29:18,positive
EagleGuardian,"RT @ProudResister: Elizabeth Warren just fucking gets it:

""Rich people may have more shoes than you. They may have more cars than you. Sho…","Washington, USA",2020-01-14 15:29:18,positive
"Stephanie, Anti-Nonsense Committee 🥳",RT @WalkerBragman: Warren’s health care plan is not Medicare-for-all. It’s a public option bill with a promise to push separate M4a legisla…,"Wisconsin, USA",2020-01-14 15:29:18,neutral
Cold Queen of Destruction,"RT @maddenifico: Now that Elizabeth Warren has confirmed that Bernie Sanders told her 'a woman could not win the presidency', and Bernie Sa…","Port Townsend, WA",2020-01-14 15:29:19,neutral
Beth Houston⏳🕊️📣,RT @hats_n_politics: @bern_identity @FaerieWhings Sanders has a lengthy record of advocating for a woman president. Warren has a lengthy tr…,Pale Blue Dot,2020-01-14 15:29:19,neutral
And there's nobody better than Mikel Arteta,RT @aptaube: It’s upsetting that Bernie is expected to be responsible for every phonebanking volunteer and anonymous online account that cl…,None,2020-01-14 15:29:19,positive
TheTwitmoRedemption,"RT @Squill_whispers: Bernie Sanders and Elizabeth Warren fighting over the Democrat nomination

https://t.co/OcbEIsWn1B",None,2020-01-14 15:29:19,neutral
Anthony Tartamella,"RT @katewillett: I care about sexism very much and: 

1. Sanders asked Warren to run in '16
2. He's been saying since at least '88 that a w…","Smithtown, NY",2020-01-14 15:29:19,negative
Michael Barbour,"RT @JanekKayley: If a story broke that Joe Biden or Pete Buttigieg had told Warren a woman couldn’t win, progressive heads would be explodi…",None,2020-01-14 15:29:19,positive
Presumptuous Insect,"@SilERabbit Still miffed because a lot of fuckwits are making excuses for Warren, saying she misunderstood. The sam… https://t.co/2r7Jh9ntUJ",Alpha Centauri,2020-01-14 15:29:20,neutral
JanieP,"RT @peterdaou: ...Warren's campaign put out a statement that effectively calls #Bernie sexist and then claims to want to move on.

The net…",None,2020-01-14 15:29:20,positive
Cult Hater,@HoarseWisperer https://t.co/XdCdKxWJLN,Exile,2020-01-14 15:29:21,neutral
Tutsi 🌹,"RT @SpittingBack: ""We shouldn't underestimate just how tone deaf Elizabeth Warren can sometimes be...I think this latest leak from somebody…",East LA,2020-01-14 15:29:21,positive
paola 🦋,"RT @SimonNarode: Elizabeth Warren’s healthcare plan:

• does not eliminate out-of-pocket expenses
• implies a long transition time
• does n…",None,2020-01-14 15:29:21,negative
Lisa M. Maatz,"RT @atrupar: So far today, Trump has:

1) retweeted image of a mutilated corpse
2) retweeted Islamophobic image mocking how Muslims dress
3…",Back & forth btw #TheCle & #DC,2020-01-14 15:29:21,positive
vm ❊ 🏳️‍🌈🇬🇧🐝,"RT @RexHuppke: While engaging in Warren/Sanders Supporter Death Match 2020, do keep in mind that a barely sentient tin of potted meat would…",LA || NJ || UK,2020-01-14 15:29:22,positive
"Brian, He Who Writes and Codes","I'm not taking a side in the Bernie vs. Warren warz. I've said before that I don't believe in ""the perfect candidat… https://t.co/JXFyg02Dcc","North Carolina, USA",2020-01-14 15:29:23,positive
𝐁𝐢𝐭𝐜𝐡𝐲 (𝐬𝐡𝐞/𝐡𝐞𝐫),@Ordinary1World 2/ they're VERY different. Here's a really good article that explains most of my observations: https://t.co/IjyiKytL6o,New York,2020-01-14 15:29:23,positive
🧢💰Secure the Yang💰🧢,RT @marchandsteve: This is pretty remarkable: @PPICNotes didn’t include @AndrewYang in this poll! The 3% came from people who volunteered h…,None,2020-01-14 15:29:24,positive
lean bean,"RT @WillPowellArt: Warren tried to fucking raise money off these smears. What the fuck does she mean she ""doesn't want to discuss it furthe…","San Antonio, TX",2020-01-14 15:29:25,negative
Michael,"RT @Timcast: Those who pay attention see it

You asked them ""what about undocumented immigrants?""

They then change the subject to legal im…",IL/AZ.  Murica,2020-01-14 15:29:25,positive
𝙷𝚎𝚗𝚛𝚢,Why would anyone believe anything Shaun King says?,"WI via OK, CO, CT, NY, and FL",2020-01-14 15:29:25,neutral
Linda 🌹🔥🌈🤪,"RT @shaunking: @BernieSanders BREAKING: The @WashingtonPost confirms my source that Elizabeth Warren lied about Bernie. 

""One of the peopl…",Seattle,2020-01-14 15:29:25,neutral
Bernie Will Win (Ryan) 🌹,@johniadarola Let’s not act like this is the work of a nefarious outside group. This was done by Warren’s campaign… https://t.co/CQizw7oe7f,"Buffalo, NY",2020-01-14 15:29:25,neutral
Nate Finch,"@machineiv @leeladaou That's a fair criticism, my apologies. I was more talking about Peter Daou, since he was sayi… https://t.co/abyZQcMDkm","Harvard, MA, USA",2020-01-14 15:29:26,positive
JoeSchmo,"RT @ZachMontellaro: New @MonmouthPoll in IOWA

Biden 24%
Sanders 18%
Buttigieg 17%
Warren 15%
Klobuchar 8%
Everyone else at or below 4 perc…",None,2020-01-14 15:29:26,positive
OfThePeople #Bernie2020🔥 #TooFarLeft,"RT @PatTheBerner: #RefundWarren
Act Blue is literally at max capacity from people asking for refunds of their Warren donations...on the eve…",United States,2020-01-14 15:29:26,neutral
Manzer Hasan,RT @OFB2020: How Does President Sanders Sound to You? https://t.co/MELZ2OtnOo,None,2020-01-14 15:29:26,positive
ImWithHerEW🗽,WOW! This is YUUUUUGE. #UnityCandidate,Right Beside you,2020-01-14 15:29:27,positive
Unashamed Patriot ⭐️⭐️⭐️,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…",None,2020-01-14 15:29:27,positive
paola 🦋,"RT @SAVoltolin: Why should we reject Elizabeth Warren's claim that Bernie didn't think a woman could get elected President?

Because #Warre…",None,2020-01-14 15:29:27,neutral
Apparent Steve,https://t.co/Fa5P1I9Ndb,"Muskogee, Ok",2020-01-14 15:29:27,neutral
Delia O' Riordan,"RT @philosophrob: Bernie Sanders has supported a single-payer Medicare for all healthcare system his entire adult life.

Elizabeth Warren w…",Canada,2020-01-14 15:29:28,positive
Will Kaufman,RT @laurenthehough: The important thing about the Bernie Warren news is 1 in every 4 circuit court judges is now a Trump appointee. https:/…,"Los Angeles, CA",2020-01-14 15:29:28,positive
Kara Calavera,RT @FruitKace: Idk how folks can rectify what Warren did to Obama &amp; Hillary whilst aligning herself with Russian backed master ratf*cker Be…,The Paris of Appalachia,2020-01-14 15:29:30,neutral
Michael J. Foody,I think it's fair for Warren to go after voters that put these issues first. She's illustrating a meaningful differ… https://t.co/FGwCb2hUWB,"District of Columbia, USA",2020-01-14 15:29:30,positive
Bernie Brother,I definitely believe the Native American over Bernard Sanders.,NY,2020-01-14 15:29:30,neutral
Guillaume Klein,"RT @sebastienblanc: Ce soir dernier débat de la primaire démocrate avant le 1er grand RDV électoral, les caucus de l'Iowa. En lice: Joe Bid…",Nicosia,2020-01-14 15:29:30,positive
Kyle Saunders,Of course Warren and Sanders are fighting https://t.co/716J0vIQsO,"Fort Collins, CO",2020-01-14 15:29:30,neutral
A.J.,@PaulSorrentino3 Elizabeth Warren speaks with a forked tongue.,None,2020-01-14 15:29:30,neutral
ummitsJackie,RT @C_Zerimar89: @iskandrah Right on the heels of a debate and the Iowa caucus while Bernie is surging and Warren is tanking. Reeks of desp…,TEXAS ,2020-01-14 15:29:30,positive
Dire-Maker,"RT @ThomasIsOnline: Let's take notice:

Of all the publications, it's The Washington Post that actually investigated (as opposed to CNN and…","Peterborough, Ontario",2020-01-14 15:29:31,neutral
Reload,"RT @RepJimBanks: By delaying impeachment trial, @SpeakerPelosi is putting her thumb on the scales of the 2020 primary. She is trying to hel…",None,2020-01-14 15:29:31,positive
RobertBandini,RT @Fishbones2017: Liz Warren is playing a game of 8 dimensional chess where she advances her pawn a square and the whole chessboard catche…,None,2020-01-14 15:29:31,negative
Erik Loomis,Imagine if we spent time focusing on important things like this instead of Bernie and Warren fans going to war with… https://t.co/x41aUZGcSy,"Providence, RI",2020-01-14 15:29:31,positive
James H 🐆✨,RT @gaywonk: Bernie/Warren supporters should be natural allies in a general election. Solidarity between them (and against capitalism) is a…,A drawing desk in MN,2020-01-14 15:29:32,positive
H 🌹,Elizabeth Warren was a republican?? I never knew,"Brighton, England",2020-01-14 15:29:32,neutral
AmorGaia🌹,RT @LostDiva: @NateSilver538 #RefundWarren tells it all. Warren lied. She has a history of lying and we ignore her. Not anymore.,United States,2020-01-14 15:29:32,neutral
John Ganz,@shujaxhaider we don't even know the whole bernie script thing. they may have disavowed it to prevent a war or even… https://t.co/4PDW6B4jT2,"Brooklyn, NY",2020-01-14 15:29:32,positive
Horse Sense,RT @Monices_Pieces: It’s time to share Elizabeth Warren’s greatest hits: Her lies and fabrications. She lied about her parents. https://t.c…,Complex Vector Space,2020-01-14 15:29:33,positive
Cindy Walas,"RT @RBReich: While the press feasts off a tiny ""he-said, she-said"" tiff between Warren and Sanders, Trump is

Cutting 700,000 off food stam…",Chicago,2020-01-14 15:29:33,negative
S✪lidⒶrity For☭ver 🌹,@Robillard @HCTrudo @danielmarans Sure. All that needs to happen is that Warren needs to stop lying and apologize t… https://t.co/WDSeOQJg2F,None,2020-01-14 15:29:33,positive
Chillian J. Yikes!,"@karachiiite @siinjiim I prefer Warren over Bernie, but if the time comes, I'd knock on doors for him.",🇩🇪🏳️‍🌈,2020-01-14 15:29:34,neutral
🏴󠁧󠁢󠁳󠁣󠁴󠁿,"RT @TonyBeast1957: Here’s Bernie saying a woman could be president back in 1988, when Elizabeth Warren was still a republican.",None,2020-01-14 15:29:34,neutral
Kenneth Manusama,"@rymbltn @TomasFriedhoff @chgroenhuijsen @Sanders @warren @Trump @Democraten @TimmermansEU Tuurlijk, er is altijd s… https://t.co/R6bdZETqE3","New York, USA",2020-01-14 15:29:36,neutral
Ronnie Price,"RT @HKrassenstein: If Bernie is the nominee, I’ll vote for him.  If Warren is the nominee, I’ll vote for her.  

Stop the fighting within t…",None,2020-01-14 15:29:36,neutral
Andrew Solender,"I’m honestly surprised Bernie never gets attacked for basically not changing his views at all since his youth. 

No… https://t.co/he7JOS3cv1","Poughkeepsie, NY",2020-01-14 15:29:36,positive
ShaG,RT @DonaldJTrumpJr: If @ewarren can’t take the heat she should get out of the teepee!,Az,2020-01-14 15:29:36,neutral
Sandy 🇺🇸Sick of the Swamp🇺🇸 🎀,"RT @pam_sands: Well, they’re starting to eat their own! 🤣 Now who do we believe, Lieawatha, or Scamming Bernie? That’s a tough one! You dec…",The Great State of Texas 🤠,2020-01-14 15:29:37,positive
Chase Michael Torrence,RT @IAforWarren: There's a place in this grassroots movement for everyone who believes that our government should serve the American people…,"Los Angeles, CA",2020-01-14 15:29:37,neutral
Peggy Carter,"RT @catturd2: Ya’ don’t SAY! Lefties who’ve ignored Elizabeth Warren’s lies for YEARS suddenly figure out she’s a liar, #RefundWarren trend…",Montana ,2020-01-14 15:29:38,neutral
ZombieJinx 🦀 ™®©°,RT @lhfang: Washington Post reports that one of the people with knowledge of the Bernie-Warren dinner says that Bernie did not express doub…,Ohio,2020-01-14 15:29:39,neutral
Justice Is A RareEquation🆘,RT @Monstermash042: All this Warren Vs. Bernie shit seems so manufactured to me. Same day as that Pelosi hashtag and the Burisma hack. We'r…,"Tennessee, USA",2020-01-14 15:29:39,negative
Pussilanimous Pelosi #NoMiddleGround #AbolishICE,"@CrabbyQuaker @MexicaDSA @WalkerBragman Yes and Warren absolutely believes in their ideas, but is lying on the surf… https://t.co/o903e9VVWn",None,2020-01-14 15:29:40,positive
VJ Rishell,"RT @katewillett: I care about sexism very much and: 

1. Sanders asked Warren to run in '16
2. He's been saying since at least '88 that a w…",Southwestern PA,2020-01-14 15:29:40,negative
Greg,This Sanders/Warren divide is a good example of why Democrats have been walking on eggshells around Bernie for the… https://t.co/o6V8ILq8LS,"Los Angeles, CA",2020-01-14 15:29:40,positive
Pete's Alter Ego!!!,RT @destroyurego: @PeteButtigieg saw a surge of support jumping from 3 percent in the September poll to 8 percent in the most recent survey…,None,2020-01-14 15:29:40,positive
Mookie Foofus 🚫🥩,RT @GarbageApe: lol warren fucked this up so bad https://t.co/XBDrD74oxT,Columbus OH,2020-01-14 15:29:40,negative
Urban Policy,@mssandraguzman @ewarren @BernieSanders https://t.co/iy6IcJIfJ1,United States,2020-01-14 15:29:40,neutral
New Orleans for Bernie ⚜,"RT @SilERabbit: #RefundWarren
Peter Daou is scolding Warren.

Nate Silver says it's obvious Warren leaked the story.

The Washington Post,…","New Orleans, Louisiana ",2020-01-14 15:29:41,neutral
